year,row_variable,row_label,col_variable,col_label,correlation,abs_correlation
2015,life_exp,Esperanza de vida,gini,Desigualdad (Gini),-0.40138520201625555,0.40138520201625555
2015,life_exp,Esperanza de vida,co2_per_capita,CO₂ per cápita,0.7106970736467547,0.7106970736467547
2015,schooling,Educación,ahdi,AHDI,0.8820097204351095,0.8820097204351095
2015,schooling,Educación,life_exp,Esperanza de vida,0.7399531550110828,0.7399531550110828
2015,schooling,Educación,schooling,Educación,1.0,1.0
2015,schooling,Educación,democracy,Democracia,0.6289167943094309,0.6289167943094309
2015,schooling,Educación,gdp,PIB per cápita,0.7987706000674886,0.7987706000674886
2015,schooling,Educación,gini,Desigualdad (Gini),-0.5510797623924827,0.5510797623924827
2015,schooling,Educación,co2_per_capita,CO₂ per cápita,0.7473456559432634,0.7473456559432634
2015,democracy,Democracia,ahdi,AHDI,0.8899296668829368,0.8899296668829368
2015,democracy,Democracia,life_exp,Esperanza de vida,0.6831949020672367,0.6831949020672367
2015,democracy,Democracia,schooling,Educación,0.6289167943094309,0.6289167943094309
2015,democracy,Democracia,democracy,Democracia,1.0,1.0
2015,democracy,Democracia,gdp,PIB per cápita,0.7388463872094311,0.7388463872094311
2015,democracy,Democracia,gini,Desigualdad (Gini),-0.2717253235125371,0.2717253235125371
2015,democracy,Democracia,co2_per_capita,CO₂ per cápita,0.45012353803394317,0.45012353803394317
2015,gdp,PIB per cápita,ahdi,AHDI,0.9090564683594046,0.9090564683594046
2015,gdp,PIB per cápita,life_exp,Esperanza de vida,0.9019287712091629,0.9019287712091629
2015,gdp,PIB per cápita,schooling,Educación,0.7987706000674886,0.7987706000674886
2015,gdp,PIB per cápita,democracy,Democracia,0.7388463872094311,0.7388463872094311
2015,gdp,PIB per cápita,gdp,PIB per cápita,1.0,1.0
2015,gdp,PIB per cápita,gini,Desigualdad (Gini),-0.4018123016220711,0.4018123016220711
2015,gdp,PIB per cápita,co2_per_capita,CO₂ per cápita,0.766336714511736,0.766336714511736
2015,gini,Desigualdad (Gini),ahdi,AHDI,-0.4471009670361064,0.4471009670361064
2015,gini,Desigualdad (Gini),life_exp,Esperanza de vida,-0.40138520201625555,0.40138520201625555
2015,gini,Desigualdad (Gini),schooling,Educación,-0.5510797623924827,0.5510797623924827
2015,gini,Desigualdad (Gini),democracy,Democracia,-0.2717253235125371,0.2717253235125371
2015,gini,Desigualdad (Gini),gdp,PIB per cápita,-0.4018123016220711,0.4018123016220711
2015,gini,Desigualdad (Gini),gini,Desigualdad (Gini),1.0,1.0
2015,gini,Desigualdad (Gini),co2_per_capita,CO₂ per cápita,-0.516511402035574,0.516511402035574
2015,co2_per_capita,CO₂ per cápita,ahdi,AHDI,0.6972280282476767,0.6972280282476767
2015,co2_per_capita,CO₂ per cápita,life_exp,Esperanza de vida,0.7106970736467547,0.7106970736467547
2015,co2_per_capita,CO₂ per cápita,schooling,Educación,0.7473456559432634,0.7473456559432634
